url,name,brand,sku,reviewer_name,review_title,review_description,recommended_review,verifed_purchaser,helpful_count,not_helpful_count,reviewed_at,images,rating,average_rating,reviews_count,reviews_link,comment_id,uniq_id,scraped_at
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,NuggetsOne,Awesomeness!,Just like the elite controller v2 but halo edition one of the best controllers out there if you do not have one elite’s controller’s are must have.,yes: I recommend this product,Verified Purchaser,0,0,16 hours ago,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86Z2FtZXN0b3A/791e27ef-3850-5bd3-8ead-a878786d71ae~https://photos-us.bazaarvoice.com/photo/2/cGhvdG86Z2FtZXN0b3A/3d9af2fe-d93e-5567-b9ff-50b8b86f91a0~https://photos-us.bazaarvoice.com/photo/2/cGhvdG86Z2FtZXN0b3A/92cd5eba-a9d2-58ec-b15e-33a90ec909c6~https://photos-us.bazaarvoice.com/photo/2/cGhvdG86Z2FtZXN0b3A/db450d1d-69ac-5f54-9075-cf16cbecfeb9,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,198688597,3bdf13c6-ed6c-5df7-a7cb-f87507d4b133,2022-01-16T16:17:56
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,AJ V,Fantastic product,"First foray with the elite controller. Nothing but impressed. The weight in the hand, the grip, the buttons, and changeable joysticks are all amazing. Even better is the Masterchief finish. If you can't find the halo edition I'd recommend trying the regular elite series 2, I'll never use a different Xbox controller again.",yes: I recommend this product,Verified Purchaser,0,0,1 day ago,,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,198672375,92688319-f675-53b8-9468-2e7b1ea9bbc4,2022-01-16T16:17:56
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,Always a fool,Not all as it seems,"Really bought this for the blue mode leds, just to find out they are still white leds with a blue coating on them and not that bright. All in all still an elite controller.",yes: I recommend this product,Verified Purchaser,1,1,7 days ago,,4.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,196827630,ff2acd3f-f96f-5935-bdfc-8e29e518fb60,2022-01-16T16:17:56
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,RootM0d,Beautiful design - Awesome feel - Must get one!,At first I was asking myself why spend the crazy money on a controller!  I too am now a believer.  From the case to cable to finally making its way to the actual controller - it is special in every way.  There is so much detail to this controller.  Lets not forget it is a limited edition and carries a beautiful Halo design.,No: I don’t recommend this product,Verified Purchaser,1,0,7 days ago,,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,196827194,a3a3d750-800d-5eef-a917-fd5b00598f06,2022-01-16T16:17:56
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,Ozlas,Simply amazing,The build of this controller is perfect and the details are amazing.,yes: I recommend this product,Verified Purchaser,0,1,9 days ago,,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,196230804,ebae6bfc-540e-5f39-9ce2-2d46db50b49a,2022-01-16T16:17:56
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,Odium Prius,Limited Edition Halo Controller,Cortana herself lives within this controller. I am one with Halo,yes: I recommend this product,Verified Purchaser,1,0,10 days ago,,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,195216162,78865f85-196f-515f-90ed-a8dad95d9065,2022-01-16T16:17:57
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,Ryan CIN3MATIX,Beautiful Elite Series 2,This controller has always been great but this one is a work of art.,No: I don’t recommend this product,Verified Purchaser,0,0,10 days ago,,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,195708350,89ac96f3-a6a7-5f6e-ac22-302869e30bc7,2022-01-16T16:17:57
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,Punkwaste,Firing on all cylinders.,"Even lighter than my previously owned Elite Series 2, thought it would be heavier. The buttons, the triggers, the analogue sticks, everything operates better than the original Elite Series 2 at launch. 

This thing is only $20 more than the ES2, and you know they could’ve easier made it $100 more and still sold out. Amazing.",yes: I recommend this product,Verified Purchaser,0,0,14 days ago,,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,194520876,fa660933-1130-5c66-9010-24d641f70bc7,2022-01-16T16:17:57
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,CosmicOwl,Rad sauce,These controllers I think are worth the money. One of my favorite things is that I no longer need double A batteries. It comes with a charging port. And how I can customize the buttons is rad,yes: I recommend this product,Verified Purchaser,1,0,17 days ago,,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,194329916,65c38814-b259-591c-ae59-a3f0fbae81d0,2022-01-16T16:17:57
https://www.gamestop.com/gaming-accessories/controllers/xbox-series-x%7Cs/products/microsoft-xbox-elite-series-2-wireless-controller-for-xbox-series-x-halo-infinite/11157418.html,Microsoft Xbox Elite Series 2 Wireless Controller for Xbox Series X Halo Infinite,Microsoft,307392,Skyturtle97,Excellent purchase.,Love the controller use it everytime I play. The remote plays excellent. Be carefull of the back buttons though do to being removable I feel like they will wear out faster than most.,yes: I recommend this product,Verified Purchaser,0,0,18 days ago,https://photos-us.bazaarvoice.com/photo/2/cGhvdG86Z2FtZXN0b3A/0dee6fe0-52f6-5dfa-bad3-1b1a2b4d518d,5.0,4.6993,306,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11157418%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=0,194187129,902d7992-f6fd-55bd-b5d7-408db5a49648,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Pitbull91101,Yoshi switch game,Yoshi game was awesome and still playing it thank u sooo much GameStop :)),No: I don’t recommend this product,Verified Purchaser,0,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127432481,540015d7-27e3-50f6-b66b-8646416c0cfb,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Mykd,Awesome game if you like the Mario brothers games.,Great game. You will enjoy it. Good price worth it I Always have enjoyed the super Mario series since Mario brothers in the arcade,No: I don’t recommend this product,Verified Purchaser,0,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127430959,00bd1c61-b1e9-5996-9cb2-68f647941463,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Chigg,Awsome game...,"My son loves to play this game, he's been playing it every day since he got it... Great Job!!!",No: I don’t recommend this product,Verified Purchaser,0,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127420280,5cf58f8e-75b2-555b-b9ac-0edb49219337,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Prieto56,Awesome Game for Children!,The game is great for a family and younger children. My 4 year old wnjoys the game.,No: I don’t recommend this product,Verified Purchaser,0,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127414142,992506c3-cb1d-5a05-afc6-cce6a4a437fd,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Iz B,Poochy,It would be better if Poochy was in all of the levels.,No: I don’t recommend this product,Verified Purchaser,1,0,2 years ago,,4.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127414207,70c3cefe-763a-5aca-9b7d-5bd2b36c5595,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Angel Marred,Not bad,"It's cute and fun, but feels a little lacking in fulfilling its potential.",No: I don’t recommend this product,Verified Purchaser,1,0,2 years ago,,4.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127411122,c1aea343-68b1-58fa-8a7d-07f265e664cb,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Derrick Evans,Opinion on Yoshi Crafted World,Good game including game play and music also music,No: I don’t recommend this product,Verified Purchaser,0,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127409004,fec5af3e-7f63-5e5d-9649-1b81750f3e24,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Jeremy Green,Another Win-tendo Jewel!!,"The quirky style that shined in Yoshi’s Wooly World has gotten a serious upgrade in this new gem from Nintendo.  Like all it’s first-party titles, this game is nearly flawless.
The “crafted world” is exceptionally detailed, with cardboard cutouts, Pinterest worth constructions, and vibrant colors that pop on everything from the tiny Switch screen to a 70” flatscreen TV.
The gameplay is tight, with seamless reaction times and plenty of opportunities to save yourself from mistakes.  Easy enough for kids to pick up, but easily enjoyed by gamers of all ages
Most importantly, this game is fun!",No: I don’t recommend this product,Verified Purchaser,1,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127408484,7ed32763-a3be-57d4-a35e-a166b90de2ee,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Carl78,Good game,She loves it good game. It easy to play and addicting.,No: I don’t recommend this product,Verified Purchaser,0,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127407425,bc585083-82d6-5cb5-af8a-7f19120e6f3a,2022-01-16T16:17:57
https://www.gamestop.com/video-games/nintendo-switch/products/yoshis-crafted-world---nintendo-switch/10161220.html,Yoshi's Crafted World - Nintendo Switch,Nintendo,191609,Alejandro Rivera,Best Nintendo game I ever played!,Yoshi‘s crafted world is the best Nintendo game I ever played since Yoshi‘s woolly world! Lots of hard challenges to complete and it’s so much fun! I love this game!,No: I don’t recommend this product,Verified Purchaser,0,0,2 years ago,,5.0,4.6556,2390,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a10161220%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=290,127405746,d92ea3bf-7fab-56df-802f-973a7be01387,2022-01-16T16:17:57
https://www.gamestop.com/electronics/tvs-monitors/televisions/products/vizio-55-in-class-oled-4k-hdr-smart-tv-oled55-h1/11180293.html,VIZIO 55-in Class OLED 4K HDR Smart TV OLED55-H1,VIZIO,328244,Pixle101,Brilliant picture,I recently bought this TV and was blown as easy with the picture quality. I never want not to go back to LED.,yes: I recommend this product,,0,0,10 months ago,,5.0,4.2727,363,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11180293%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=140,228929144,4eeca482-acc8-54f0-bf9c-1552ad6304c3,2022-01-16T16:17:57
https://www.gamestop.com/electronics/tvs-monitors/televisions/products/vizio-55-in-class-oled-4k-hdr-smart-tv-oled55-h1/11180293.html,VIZIO 55-in Class OLED 4K HDR Smart TV OLED55-H1,VIZIO,328244,Sillypajamas,Absolutely amazing picture quality,I went from an old LCD TV to this Ola TV and the picture quality is amazing this TV has a deep as blocks of ever seen the sound quality is fantastic I could not be happier!,yes: I recommend this product,,0,0,10 months ago,,5.0,4.2727,363,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11180293%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=140,228928290,b6503cc7-6b14-5ea4-ae9e-5e984741ae65,2022-01-16T16:17:57
https://www.gamestop.com/electronics/tvs-monitors/televisions/products/vizio-55-in-class-oled-4k-hdr-smart-tv-oled55-h1/11180293.html,VIZIO 55-in Class OLED 4K HDR Smart TV OLED55-H1,VIZIO,328244,John4,This tv is vibrant,"Bought this yesterday and I am really excited. I saw how clear the picture was and had to have it. Won out over my husband who wanted the Sony.
He agreed this morning while watching NASCAR that I was right. Yeah for me.",yes: I recommend this product,,0,0,10 months ago,,5.0,4.2727,363,https://www.gamestop.com/on/demandware.store/Sites-gamestop-us-Site/default/Bazaarvoice-RatingAndReviews?Filter=Productid%3a11180293%7cIsRatingsOnly%3aeq%3afalse&Sort=submissiontime%3adesc&Offset=140,228881042,2a736f40-6b79-5c49-b539-5eae6b06fe94,2022-01-16T16:17:57
